source_ip,destination_ip,source_port,destination_port,protocol,packet_size,inter_arrival_time,payload_size,flow_duration,total_packets,total_bytes,flow_direction,session_duration,session_count,mean_packet_size,variance_packet_size,entropy,access_patterns,usage_frequency,temporal_patterns,country,region,city,application_data,behavioral_pattern,network_context
144.195.31.55,192.168.1.239,8801,49484,UDP,145,6.001302003860474,131,148.93487691879272,27,3846,outbound,148.93487691879272,27,142.44444444444446,84.76543209876543,3.411751853774936,144.195.31.55->192.168.1.239:49484,0.18128728850208703,2024-08-21 18:07:04,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,56786,443,TCP,66,4.724066972732544,52,4.724066972732544,2,144,outbound,4.724066972732544,2,72.0,36.0,1.0,192.168.1.239->34.117.59.81:443,0.4233640233180562,2024-08-21 18:07:04,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,56786,443,TCP,583,0.19907593727111816,569,4.923142910003662,3,727,outbound,4.923142910003662,3,242.33333333333334,58050.88888888888,1.584962500721156,192.168.1.239->34.117.59.81:443,0.609366832294082,2024-08-21 18:07:05,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,49484,8801,UDP,308,1.283200979232788,294,151.36697697639465,91,22593,outbound,151.36697697639465,91,248.27472527472528,5722.067383166285,5.815272112631074,192.168.1.239->144.195.31.55:8801,0.6011879329147946,2024-08-21 18:07:05,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,51487,8801,UDP,104,2.2549328804016113,90,151.0016210079193,114,64064,outbound,151.0016210079193,114,561.9649122807018,149618.48999692212,4.156722421565907,192.168.1.239->144.195.31.55:8801,0.7549587828200947,2024-08-21 18:07:05,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,57388,8801,UDP,510,3.3745508193969727,496,151.43883609771729,119,79033,outbound,151.43883609771729,119,664.1428571428571,73234.97959183673,5.9835112761325275,192.168.1.239->144.195.31.55:8801,0.7857957910031359,2024-08-21 18:07:05,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,51487,8801,UDP,348,0.4400932788848877,334,151.4417142868042,115,64412,outbound,151.4417142868042,115,560.104347826087,148712.09345935725,4.153208045994392,192.168.1.239->144.195.31.55:8801,0.7593680548426047,2024-08-21 18:07:06,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,57388,8801,UDP,510,0.42761683464050293,496,151.8664529323578,120,79543,outbound,151.8664529323578,120,662.8583333333333,72821.03826388888,5.986511662492904,192.168.1.239->144.195.31.55:8801,0.7901679250614269,2024-08-21 18:07:06,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,49484,8801,UDP,319,1.19781494140625,305,152.5647919178009,92,22912,outbound,152.5647919178009,92,249.04347826086956,5713.650283553876,5.838566847267303,192.168.1.239->144.195.31.55:8801,0.6030224853553886,2024-08-21 18:07:06,US,California,San Jose,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,8801,51487,UDP,76,3.14308500289917,62,151.89353799819946,51,3686,outbound,151.89353799819946,51,72.27450980392157,133.49327181853133,0.8463701221457864,144.195.31.55->192.168.1.239:51487,0.33576148578884607,2024-08-21 18:07:06,Unknown,Unknown,Unknown,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,443,56495,TCP,66,11.250947952270508,52,150.98547291755676,19,1892,outbound,150.98547291755676,19,99.57894736842105,980.454293628809,2.418722908066561,144.195.31.55->192.168.1.239:56495,0.12583992110535464,2024-08-21 18:07:06,Unknown,Unknown,Unknown,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,443,56495,TCP,116,0.20740985870361328,102,151.19288277626038,20,2008,outbound,151.19288277626038,20,100.4,944.24,2.584183719779189,144.195.31.55->192.168.1.239:56495,0.13228135896844154,2024-08-21 18:07:07,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,56495,443,TCP,66,5.482940912246704,52,151.18145489692688,23,2617,outbound,151.18145489692688,23,113.78260869565217,6938.43100189036,2.190371161298444,192.168.1.239->144.195.31.55:443,0.1521350619074346,2024-08-21 18:07:07,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,57388,8801,UDP,123,1.228870153427124,109,153.0953230857849,121,79666,outbound,153.0953230857849,121,658.396694214876,74607.95833617922,6.006090741622743,192.168.1.239->144.195.31.55:8801,0.7903572595238542,2024-08-21 18:07:07,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,49484,8801,UDP,323,1.2011332511901855,309,153.7659251689911,93,23235,outbound,153.7659251689911,93,249.83870967741936,5710.39334027055,5.840023864778421,192.168.1.239->144.195.31.55:8801,0.6048154030081215,2024-08-21 18:07:07,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,51487,8801,UDP,356,1.8510000705718994,342,153.2927143573761,116,64768,outbound,153.2927143573761,116,558.3448275862069,147786.12247324613,4.160933210066498,192.168.1.239->144.195.31.55:8801,0.7567221996576143,2024-08-21 18:07:07,US,California,San Jose,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,56786,TCP,66,3.671509027481079,52,3.671509027481079,2,140,outbound,3.671509027481079,2,70.0,16.0,1.0,34.117.59.81->192.168.1.239:56786,0.5447351443316877,2024-08-21 18:07:08,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,56786,TCP,1466,0.28159284591674805,1452,3.953101873397827,3,1606,outbound,3.953101873397827,3,535.3333333333334,433080.8888888888,1.584962500721156,34.117.59.81->192.168.1.239:56786,0.758897720341671,2024-08-21 18:07:08,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,56786,443,TCP,66,3.6216540336608887,52,8.54479694366455,4,793,outbound,8.54479694366455,4,198.25,49368.1875,1.5,192.168.1.239->34.117.59.81:443,0.468121129895984,2024-08-21 18:07:08,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,56786,443,TCP,146,0.20770812034606934,132,8.75250506401062,5,939,outbound,8.75250506401062,5,187.8,39931.35999999999,1.9219280948873623,192.168.1.239->34.117.59.81:443,0.5712650222345456,2024-08-21 18:07:08,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,51487,8801,UDP,104,1.1541478633880615,90,154.44686222076416,117,64872,outbound,154.44686222076416,117,554.4615384615385,148272.26561472713,4.144103429033107,192.168.1.239->144.195.31.55:8801,0.757542097765391,2024-08-21 18:07:09,US,California,San Jose,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,8801,51487,UDP,69,2.5116779804229736,55,154.40521597862244,52,3755,outbound,154.40521597862244,52,72.21153846153847,131.1283284023669,0.8354230083989107,144.195.31.55->192.168.1.239:51487,0.3367761877111681,2024-08-21 18:07:09,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,57388,8801,UDP,1017,1.9215219020843506,1003,155.01684498786926,122,80683,outbound,155.01684498786926,122,661.3360655737705,75041.84607632358,6.025446583678675,192.168.1.239->144.195.31.55:8801,0.7870112439041513,2024-08-21 18:07:09,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,56944,443,TCP,78,0.0,64,0.0,1,78,outbound,0.0,1,78.0,0.0,-0.0,192.168.1.239->34.117.59.81:443,0,2024-08-21 18:07:09,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,49484,8801,UDP,330,2.1622188091278076,316,155.9281439781189,94,23565,outbound,155.9281439781189,94,250.69148936170214,5717.277161611589,5.841614915415358,192.168.1.239->144.195.31.55:8801,0.6028417808474065,2024-08-21 18:07:09,US,California,San Jose,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,8801,51487,UDP,69,0.8415522575378418,55,155.24676823616028,53,3824,outbound,155.24676823616028,53,72.15094339622641,128.8451406194375,0.8247794041019857,144.195.31.55->192.168.1.239:51487,0.34139196971480124,2024-08-21 18:07:10,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,49484,8801,UDP,123,0.40680408477783203,109,156.33494806289673,95,23688,outbound,156.33494806289673,95,249.34736842105264,5826.921440443212,5.843334029292485,192.168.1.239->144.195.31.55:8801,0.6076696297092802,2024-08-21 18:07:10,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,51487,8801,UDP,123,1.4299829006195068,109,155.87684512138367,118,64995,outbound,155.87684512138367,118,550.8050847457627,148579.97048261997,4.162536515511121,192.168.1.239->144.195.31.55:8801,0.7570078795738495,2024-08-21 18:07:10,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,49484,8801,UDP,327,0.4110240936279297,313,156.74597215652466,96,24015,outbound,156.74597215652466,96,250.15625,5828.3818359375,5.845175521464349,192.168.1.239->144.195.31.55:8801,0.6124559290374335,2024-08-21 18:07:10,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,49484,8801,UDP,310,0.24679207801818848,296,156.99276423454285,97,24325,outbound,156.99276423454285,97,250.77319587628867,5804.835157827612,5.8305397444233105,192.168.1.239->144.195.31.55:8801,0.6178628707695387,2024-08-21 18:07:10,US,California,San Jose,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,8801,49484,UDP,143,6.493429899215698,129,155.42830681800842,28,3989,outbound,155.42830681800842,28,142.46428571428572,81.74872448979593,3.41379956460568,144.195.31.55->192.168.1.239:49484,0.18014736551679292,2024-08-21 18:07:11,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,56943,TCP,66,0.0,52,0.0,1,66,outbound,0.0,1,66.0,0.0,-0.0,34.117.59.81->192.168.1.239:56943,0,2024-08-21 18:07:11,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,56944,TCP,74,0.0,60,0.0,1,74,outbound,0.0,1,74.0,0.0,-0.0,34.117.59.81->192.168.1.239:56944,0,2024-08-21 18:07:11,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,56943,443,TCP,66,0.0,52,0.0,1,66,outbound,0.0,1,66.0,0.0,-0.0,192.168.1.239->34.117.59.81:443,0,2024-08-21 18:07:11,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,56944,443,TCP,66,2.450421094894409,52,2.450421094894409,2,144,outbound,2.450421094894409,2,72.0,36.0,1.0,192.168.1.239->34.117.59.81:443,0.8161862482195869,2024-08-21 18:07:12,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,56944,443,TCP,583,0.20471906661987305,569,2.6551401615142822,3,727,outbound,2.6551401615142822,3,242.33333333333334,58050.88888888888,1.584962500721156,192.168.1.239->34.117.59.81:443,1.1298838545265486,2024-08-21 18:07:12,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,49484,8801,UDP,294,1.575584888458252,280,158.5683491230011,98,24619,outbound,158.5683491230011,98,251.21428571428572,5764.47448979592,5.85318749224694,192.168.1.239->144.195.31.55:8801,0.6180300201270408,2024-08-21 18:07:12,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,51487,8801,UDP,984,2.2260029315948486,970,158.10284805297852,119,65979,outbound,158.10284805297852,119,554.4453781512605,148895.10415931078,4.19756926755681,192.168.1.239->144.195.31.55:8801,0.7526746131741056,2024-08-21 18:07:12,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,51487,8801,UDP,984,0.26539111137390137,970,158.36823916435242,120,66963,outbound,158.36823916435242,120,558.025,149179.1410416667,4.215452503988644,192.168.1.239->144.195.31.55:8801,0.7577276898019029,2024-08-21 18:07:13,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,51487,8801,UDP,983,0.20908808708190918,969,158.57732725143433,121,67946,outbound,158.57732725143433,121,561.5371900826447,149426.51307970766,4.2496684356681085,192.168.1.239->144.195.31.55:8801,0.7630346790253747,2024-08-21 18:07:13,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,51487,8801,UDP,983,0.2024989128112793,969,158.7798261642456,122,68929,outbound,158.7798261642456,122,564.9918032786885,149645.76222789573,4.267027739248257,192.168.1.239->144.195.31.55:8801,0.7683595765736657,2024-08-21 18:07:13,US,California,San Jose,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,8801,51487,UDP,69,3.5183730125427246,55,158.765141248703,54,3893,outbound,158.765141248703,54,72.0925925925926,126.63957475994515,0.8144268764368279,144.195.31.55->192.168.1.239:51487,0.34012503988775394,2024-08-21 18:07:13,Unknown,Unknown,Unknown,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,443,56495,TCP,145,6.662232160568237,131,157.8551149368286,21,2153,outbound,157.8551149368286,21,102.52380952380952,989.4875283446712,2.5827936132549505,144.195.31.55->192.168.1.239:56495,0.13303338322868982,2024-08-21 18:07:13,Unknown,Unknown,Unknown,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,443,56495,TCP,129,0.27419090270996094,115,158.12930583953857,22,2282,outbound,158.12930583953857,22,103.72727272727273,974.9256198347109,2.73215889136457,144.195.31.55->192.168.1.239:56495,0.1391266462797507,2024-08-21 18:07:14,Unknown,Unknown,Unknown,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,443,56495,TCP,175,0.2536640167236328,161,158.3829698562622,23,2457,outbound,158.3829698562622,23,106.82608695652173,1143.79584120983,2.871388043013535,144.195.31.55->192.168.1.239:56495,0.14521763306290608,2024-08-21 18:07:14,Unknown,Unknown,Unknown,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,8801,57388,UDP,546,10.71571397781372,532,157.26560878753662,90,52903,outbound,157.26560878753662,90,587.8111111111111,49067.08654320987,5.554035007508468,144.195.31.55->192.168.1.239:57388,0.572280237833744,2024-08-21 18:07:14,Unknown,Unknown,Unknown,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,8801,57388,UDP,546,0.1911170482635498,532,157.45672583580017,91,53449,outbound,157.45672583580017,91,587.3516483516484,48546.88733244776,5.5583042226832235,144.195.31.55->192.168.1.239:57388,0.5779365696635728,2024-08-21 18:07:14,Unknown,Unknown,Unknown,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,8801,57388,UDP,546,0.19304108619689941,532,157.64976692199707,92,53995,outbound,157.64976692199707,92,586.9021739130435,48037.588256143674,5.554447657186674,144.195.31.55->192.168.1.239:57388,0.5835720648132663,2024-08-21 18:07:14,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,56495,443,TCP,66,7.784883260726929,52,158.9663381576538,24,2683,outbound,158.9663381576538,24,111.79166666666667,6740.498263888888,2.142079563925711,192.168.1.239->144.195.31.55:443,0.15097535917445717,2024-08-21 18:07:15,US,California,San Jose,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,8801,57388,UDP,546,0.420058012008667,532,158.06982493400574,93,54541,outbound,158.06982493400574,93,586.4623655913979,47538.85073418891,5.545571413324074,144.195.31.55->192.168.1.239:57388,0.5883475865101234,2024-08-21 18:07:15,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,56495,443,TCP,109,0.4185328483581543,95,159.38487100601196,25,2792,outbound,159.38487100601196,25,111.68,6471.1776,2.142683189255492,192.168.1.239->144.195.31.55:443,0.156853030292047,2024-08-21 18:07:15,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,49484,8801,UDP,281,3.203252077102661,267,161.77160120010376,99,24900,outbound,161.77160120010376,99,251.5151515151515,5715.118457300273,5.875526413179709,192.168.1.239->144.195.31.55:8801,0.6119739142443285,2024-08-21 18:07:15,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,57388,8801,UDP,691,6.48390007019043,677,161.5007450580597,123,81374,outbound,161.5007450580597,123,661.5772357723578,74438.84566065173,6.044583838884971,192.168.1.239->144.195.31.55:8801,0.761606393554292,2024-08-21 18:07:15,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,51487,8801,UDP,348,2.7789242267608643,334,161.55875039100647,123,69277,outbound,161.55875039100647,123,563.2276422764228,148808.82622777447,4.262331359564624,192.168.1.239->144.195.31.55:8801,0.7613329497926536,2024-08-21 18:07:16,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,49484,8801,UDP,277,0.65205979347229,263,162.42366099357605,100,25177,outbound,162.42366099357605,100,251.77,5664.397099999998,5.897564284943826,192.168.1.239->144.195.31.55:8801,0.6156738457210065,2024-08-21 18:07:16,US,California,San Jose,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,8801,49484,UDP,123,5.420438051223755,109,160.84874486923218,29,4112,outbound,160.84874486923218,29,141.79310344827587,91.54340071343641,3.4435137534498526,144.195.31.55->192.168.1.239:49484,0.18029360455113655,2024-08-21 18:07:16,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,56944,TCP,66,5.190709829330444,52,5.190709829330444,2,140,outbound,5.190709829330444,2,70.0,16.0,1.0,34.117.59.81->192.168.1.239:56944,0.38530375724315574,2024-08-21 18:07:16,Unknown,Unknown,Unknown,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,8801,51487,UDP,123,3.4562020301818848,109,162.2213432788849,55,4016,outbound,162.2213432788849,55,73.01818181818182,170.59966942148756,0.8943620082657762,144.195.31.55->192.168.1.239:51487,0.33904293287379605,2024-08-21 18:07:17,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,56944,TCP,1466,0.47505998611450195,1452,5.665769815444946,3,1606,outbound,5.665769815444946,3,535.3333333333334,433080.8888888888,1.584962500721156,34.117.59.81->192.168.1.239:56944,0.5294955668375319,2024-08-21 18:07:17,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,56944,443,TCP,66,5.153826951980591,52,7.808967113494873,4,793,outbound,7.808967113494873,4,198.25,49368.1875,1.5,192.168.1.239->34.117.59.81:443,0.5122316359979925,2024-08-21 18:07:17,US,Missouri,Kansas City,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,56944,TCP,714,0.4349040985107422,700,6.1006739139556885,4,2320,outbound,6.1006739139556885,4,580.0,330796.0,2.0,34.117.59.81->192.168.1.239:56944,0.6556652685287342,2024-08-21 18:07:17,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,56944,TCP,1270,0.190809965133667,1256,6.2914838790893555,5,3590,outbound,6.2914838790893555,5,718.0,340812.8,2.321928094887362,34.117.59.81->192.168.1.239:56944,0.7947250753702498,2024-08-21 18:07:17,Unknown,Unknown,Unknown,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,443,56497,TCP,66,65.9979681968689,52,74.07132482528687,5,417,outbound,74.07132482528687,5,83.4,466.23999999999995,1.3709505944546687,144.195.31.55->192.168.1.239:56497,0.0675025053459429,2024-08-21 18:07:18,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,56944,443,TCP,66,0.9175169467926025,52,8.726484060287476,5,859,outbound,8.726484060287476,5,171.8,42292.96000000001,1.3709505944546687,192.168.1.239->34.117.59.81:443,0.5729684447318277,2024-08-21 18:07:18,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,56944,443,TCP,146,0.19602608680725098,132,8.922510147094727,6,1005,outbound,8.922510147094727,6,167.5,35336.583333333336,1.7924812503605778,192.168.1.239->34.117.59.81:443,0.6724565061944671,2024-08-21 18:07:18,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,56944,443,TCP,245,0.2005629539489746,231,9.123073101043701,7,1250,outbound,9.123073101043701,7,178.57142857142858,31023.959183673473,2.1280852788913944,192.168.1.239->34.117.59.81:443,0.7672853130157625,2024-08-21 18:07:18,US,Missouri,Kansas City,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,8801,49484,UDP,133,2.3719570636749268,119,163.2207019329071,30,4245,outbound,163.2207019329071,30,141.5,90.98333333333333,3.4729055953200563,144.195.31.55->192.168.1.239:49484,0.18380021434003935,2024-08-21 18:07:18,Unknown,Unknown,Unknown,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,8801,51487,UDP,133,2.0824668407440186,119,164.3038101196289,56,4149,outbound,164.3038101196289,56,74.08928571428571,230.6527423469388,0.9719107472497721,144.195.31.55->192.168.1.239:51487,0.3408320230628044,2024-08-21 18:07:19,Unknown,Unknown,Unknown,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,8801,51487,UDP,76,0.20662593841552734,62,164.51043605804443,57,4225,outbound,164.51043605804443,57,74.12280701754386,226.6691289627578,1.0059884468869282,144.195.31.55->192.168.1.239:51487,0.3464825780407549,2024-08-21 18:07:19,Unknown,Unknown,Unknown,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,8801,57388,UDP,704,4.238241672515869,690,162.3080666065216,94,55245,outbound,162.3080666065216,94,587.7127659574468,47178.52387958353,5.571571532593507,144.195.31.55->192.168.1.239:57388,0.5791455838598661,2024-08-21 18:07:19,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,49484,8801,UDP,151,3.370741128921509,137,165.79440212249756,101,25328,outbound,165.79440212249756,101,250.77227722772278,5707.859033428095,5.883569592083199,192.168.1.239->144.195.31.55:8801,0.6091882398138867,2024-08-21 18:07:19,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,51487,8801,UDP,151,3.764049768447876,137,165.32280015945435,124,69428,outbound,165.32280015945435,124,559.9032258064516,148968.11966701353,4.279498512562057,192.168.1.239->144.195.31.55:8801,0.7500477845790273,2024-08-21 18:07:19,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,49484,8801,UDP,287,0.40081286430358887,273,166.19521498680115,102,25615,outbound,166.19521498680115,102,251.12745098039215,5664.640618992696,5.905377979642798,192.168.1.239->144.195.31.55:8801,0.6137360814395325,2024-08-21 18:07:20,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,51487,8801,UDP,348,0.42700695991516113,334,165.7498071193695,125,69776,outbound,165.7498071193695,125,558.208,148132.72473600003,4.2738083343707745,192.168.1.239->144.195.31.55:8801,0.7541486905621413,2024-08-21 18:07:20,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,57388,8801,UDP,1049,4.663391828536987,1035,166.16413688659668,124,82423,outbound,166.16413688659668,124,664.7016129032259,75039.2254812695,6.063507020274978,192.168.1.239->144.195.31.55:8801,0.7462500773234072,2024-08-21 18:07:20,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,57388,8801,UDP,1048,0.23314929008483887,1034,166.39728617668152,125,83471,outbound,166.39728617668152,125,667.768,75604.85017599999,6.082220508871098,192.168.1.239->144.195.31.55:8801,0.7512141746547136,2024-08-21 18:07:20,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,57388,8801,UDP,1048,0.25961971282958984,1034,166.6569058895111,126,84519,outbound,166.6569058895111,126,670.7857142857143,76143.13662131519,6.084855542754887,192.168.1.239->144.195.31.55:8801,0.7560442774782732,2024-08-21 18:07:21,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,57388,8801,UDP,991,0.18613409996032715,977,166.84303998947144,127,85510,outbound,166.84303998947144,127,673.3070866141733,76344.60648521295,6.103287269655038,192.168.1.239->144.195.31.55:8801,0.7611944736083345,2024-08-21 18:07:21,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,57388,8801,UDP,991,0.19166803359985352,977,167.0347080230713,128,86501,outbound,167.0347080230713,128,675.7890625,76530.5101928711,6.105894750204106,192.168.1.239->144.195.31.55:8801,0.76630780222228,2024-08-21 18:07:21,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,57388,8801,UDP,991,0.18897104263305664,977,167.22367906570435,129,87492,outbound,167.22367906570435,129,678.2325581395348,76701.49630430863,6.10269733700435,192.168.1.239->144.195.31.55:8801,0.7714218507853439,2024-08-21 18:07:21,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,57388,8801,UDP,991,0.22108006477355957,977,167.4447591304779,130,88483,outbound,167.4447591304779,130,680.6384615384616,76858.1846745562,6.095864182460192,192.168.1.239->144.195.31.55:8801,0.7763754486857374,2024-08-21 18:07:21,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,49484,8801,UDP,297,1.9155991077423096,283,168.11081409454346,103,25912,outbound,168.11081409454346,103,251.5728155339806,5629.875765859174,5.900153746021179,192.168.1.239->144.195.31.55:8801,0.6126911023229836,2024-08-21 18:07:22,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,57388,8801,UDP,990,0.3792088031768799,976,167.82396793365479,131,89473,outbound,167.82396793365479,131,683.0,76996.47328244275,6.113991917767419,192.168.1.239->144.195.31.55:8801,0.7805798040229137,2024-08-21 18:07:22,US,California,San Jose,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,8801,49484,UDP,144,3.5285279750823975,130,166.7492299079895,31,4389,outbound,166.7492299079895,31,141.58064516129033,88.24349635796045,3.4328653601052563,144.195.31.55->192.168.1.239:49484,0.18590790504463187,2024-08-21 18:07:22,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,57388,8801,UDP,165,0.4178280830383301,151,168.24179601669312,132,89638,outbound,168.24179601669312,132,679.0757575757576,78430.52456382001,6.098985122998821,192.168.1.239->144.195.31.55:8801,0.7845850622451916,2024-08-21 18:07:22,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,49484,8801,UDP,305,0.7923099994659424,291,168.9031240940094,104,26217,outbound,168.9031240940094,104,252.08653846153845,5602.9252034023675,5.902423194490222,192.168.1.239->144.195.31.55:8801,0.6157375747657271,2024-08-21 18:07:22,US,California,San Jose,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,443,56495,TCP,66,8.738585948944092,52,167.1215558052063,24,2523,outbound,167.1215558052063,24,105.125,1162.6927083333333,2.812907291846956,144.195.31.55->192.168.1.239:56495,0.14360804555920928,2024-08-21 18:07:23,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,56944,TCP,66,5.356368064880371,52,11.647851943969727,6,3656,outbound,11.647851943969727,6,609.3333333333334,343052.8888888888,2.2516291673878226,34.117.59.81->192.168.1.239:56944,0.5151164376798499,2024-08-21 18:07:23,Unknown,Unknown,Unknown,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,8801,51487,UDP,69,4.08333420753479,55,168.59377026557922,58,4294,outbound,168.59377026557922,58,74.03448275862068,223.20570749108208,0.9944663403237342,144.195.31.55->192.168.1.239:51487,0.34402220146470924,2024-08-21 18:07:23,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,49484,8801,UDP,308,0.7949919700622559,294,169.69811606407166,105,26525,outbound,169.69811606407166,105,252.61904761904762,5579.054875283447,5.897592127553217,192.168.1.239->144.195.31.55:8801,0.6187458201383681,2024-08-21 18:07:23,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,57388,8801,UDP,1017,1.1798961162567139,1003,169.42169213294983,133,90655,outbound,169.42169213294983,133,681.6165413533835,78692.95822262422,6.1019441834750925,192.168.1.239->144.195.31.55:8801,0.7850234425449563,2024-08-21 18:07:23,US,California,San Jose,Unknown,Normal,Normal
