source_ip,destination_ip,source_port,destination_port,protocol,packet_size,inter_arrival_time,payload_size,flow_duration,total_packets,total_bytes,flow_direction,session_duration,session_count,mean_packet_size,variance_packet_size,entropy,access_patterns,usage_frequency,temporal_patterns,country,region,city,application_data,behavioral_pattern,network_context
192.168.1.239,144.195.31.55,49484,8801,UDP,280,1.506653070449829,266,53.40340709686279,37,8443,outbound,53.40340709686279,37,228.1891891891892,6071.775018261505,4.7902702574039004,192.168.1.239->144.195.31.55:8801,0.6928396896641746,2024-08-21 18:05:27,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,51487,8801,UDP,104,1.0415270328521729,90,52.94760704040527,62,45403,outbound,52.94760704040527,62,732.3064516129032,144415.69640998958,3.686277131773352,192.168.1.239->144.195.31.55:8801,1.170968877832131,2024-08-21 18:05:27,US,California,San Jose,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,56558,TCP,66,3.751262903213501,52,3.751262903213501,2,140,outbound,3.751262903213501,2,70.0,16.0,1.0,34.117.59.81->192.168.1.239:56558,0.5331537809004828,2024-08-21 18:05:27,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,56558,TCP,1466,0.21382594108581543,1452,3.9650888442993164,3,1606,outbound,3.9650888442993164,3,535.3333333333334,433080.8888888888,1.584962500721156,34.117.59.81->192.168.1.239:56558,0.7566034754336355,2024-08-21 18:05:28,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,56558,TCP,714,0.20993804931640625,700,4.175026893615723,4,2320,outbound,4.175026893615723,4,580.0,330796.0,2.0,34.117.59.81->192.168.1.239:56558,0.95807766079702,2024-08-21 18:05:28,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,56558,TCP,1270,0.20402908325195312,1256,4.379055976867676,5,3590,outbound,4.379055976867676,5,718.0,340812.8,2.321928094887362,34.117.59.81->192.168.1.239:56558,1.1417986037201753,2024-08-21 18:05:28,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,56558,443,TCP,66,3.450464963912964,52,7.58623194694519,4,793,outbound,7.58623194694519,4,198.25,49368.1875,1.5,192.168.1.239->34.117.59.81:443,0.5272709861726166,2024-08-21 18:05:28,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,51487,8801,UDP,372,1.278212070465088,358,54.22581911087036,63,45775,outbound,54.22581911087036,63,726.5873015873016,144151.32174351224,3.6834525647073995,192.168.1.239->144.195.31.55:8801,1.1618081761234424,2024-08-21 18:05:28,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,49484,8801,UDP,290,1.6820380687713623,276,55.085445165634155,38,8733,outbound,55.085445165634155,38,229.81578947368422,6009.887119113574,4.83977553964551,192.168.1.239->144.195.31.55:8801,0.6898373950821195,2024-08-21 18:05:29,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,56558,443,TCP,146,0.6243710517883301,132,8.21060299873352,5,939,outbound,8.21060299873352,5,187.8,39931.35999999999,1.9219280948873623,192.168.1.239->34.117.59.81:443,0.6089686714570473,2024-08-21 18:05:29,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,56558,443,TCP,246,0.2086169719696045,232,8.419219970703125,6,1185,outbound,8.419219970703125,6,197.5,33746.583333333336,2.2516291673878226,192.168.1.239->34.117.59.81:443,0.7126550940441713,2024-08-21 18:05:29,US,Missouri,Kansas City,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,8801,51487,UDP,69,3.5395703315734863,55,54.84230327606201,18,1256,outbound,54.84230327606201,18,69.77777777777777,4.8395061728395055,0.5032583347756457,144.195.31.55->192.168.1.239:51487,0.3282137861605236,2024-08-21 18:05:29,Unknown,Unknown,Unknown,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,8801,57388,UDP,896,4.274500846862793,882,52.66813278198242,32,18714,outbound,52.66813278198242,32,584.8125,55995.27734375,4.003928031846025,144.195.31.55->192.168.1.239:57388,0.6075780231750894,2024-08-21 18:05:29,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,49484,8801,UDP,310,1.075289011001587,296,56.16073417663574,39,9043,outbound,56.16073417663574,39,231.87179487179486,6016.419460880999,4.817077539208647,192.168.1.239->144.195.31.55:8801,0.6944353661285462,2024-08-21 18:05:30,US,California,San Jose,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,8801,49484,UDP,151,7.74786114692688,137,54.60568809509277,10,1408,outbound,54.60568809509277,10,140.8,146.95999999999998,3.121928094887362,144.195.31.55->192.168.1.239:49484,0.18313110499744195,2024-08-21 18:05:30,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,56495,443,TCP,104,30.310872077941895,90,54.405694007873535,7,842,outbound,54.405694007873535,7,120.28571428571429,7149.918367346939,1.8423709931771088,192.168.1.239->144.195.31.55:443,0.12866300352656043,2024-08-21 18:05:30,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,51487,8801,UDP,372,1.9059031009674072,358,56.13172221183777,64,46147,outbound,56.13172221183777,64,721.046875,143832.82592773438,3.6772994835311743,192.168.1.239->144.195.31.55:8801,1.1401752427703504,2024-08-21 18:05:30,US,California,San Jose,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,443,56495,TCP,145,31.385740995407104,131,55.022902965545654,7,733,outbound,55.022902965545654,7,104.71428571428571,1248.4897959183675,1.8423709931771084,144.195.31.55->192.168.1.239:56495,0.12721975073513067,2024-08-21 18:05:30,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,56495,443,TCP,66,0.6190130710601807,52,55.024707078933716,8,908,outbound,55.024707078933716,8,113.5,6578.5,1.75,192.168.1.239->144.195.31.55:443,0.14538923375864388,2024-08-21 18:05:31,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,51487,8801,UDP,104,0.5932440757751465,90,56.724966287612915,65,46251,outbound,56.724966287612915,65,711.5538461538462,147387.53940828404,3.6590041936800173,192.168.1.239->144.195.31.55:8801,1.1458799229677834,2024-08-21 18:05:31,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,49484,8801,UDP,322,1.4468438625335693,308,57.60757803916931,40,9365,outbound,57.60757803916931,40,234.125,6064.009375,4.865311532225102,192.168.1.239->144.195.31.55:8801,0.6943530931434518,2024-08-21 18:05:31,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,56495,443,TCP,109,0.5877330303192139,95,55.61244010925293,9,1017,outbound,55.61244010925293,9,113.0,5849.555555555556,1.7527152789797045,192.168.1.239->144.195.31.55:443,0.1618342943111133,2024-08-21 18:05:31,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,57388,8801,UDP,1041,4.858225107192993,1027,57.589176177978516,43,28787,outbound,57.589176177978516,43,669.4651162790698,70509.27203893995,4.658368242872937,192.168.1.239->144.195.31.55:8801,0.7466680868486315,2024-08-21 18:05:32,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,57388,8801,UDP,919,0.22622895240783691,905,57.81540513038635,44,29706,outbound,57.81540513038635,44,675.1363636363636,70289.79958677688,4.708987300258799,192.168.1.239->144.195.31.55:8801,0.7610428379905044,2024-08-21 18:05:32,US,California,San Jose,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,8801,57388,UDP,521,2.5314228534698486,507,55.19955563545227,33,19235,outbound,55.19955563545227,33,582.8787878787879,54418.10651974288,4.0785061502394475,144.195.31.55->192.168.1.239:57388,0.5978308995445162,2024-08-21 18:05:32,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,49484,8801,UDP,324,1.0577962398529053,310,58.66537427902222,41,9689,outbound,58.66537427902222,41,236.3170731707317,6108.314098750743,4.912072431289048,192.168.1.239->144.195.31.55:8801,0.6988790322038554,2024-08-21 18:05:32,US,California,San Jose,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,56558,TCP,66,4.462604999542236,52,8.841660976409912,6,3656,outbound,8.841660976409912,6,609.3333333333334,343052.8888888888,2.2516291673878226,34.117.59.81->192.168.1.239:56558,0.6786055262702748,2024-08-21 18:05:32,Unknown,Unknown,Unknown,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,8801,51487,UDP,69,3.434513807296753,55,58.276817083358765,19,1325,outbound,58.276817083358765,19,69.73684210526316,4.614958448753463,0.4854607607459134,144.195.31.55->192.168.1.239:51487,0.3260301600346932,2024-08-21 18:05:33,Unknown,Unknown,Unknown,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,8801,57388,UDP,521,0.8953149318695068,507,56.09487056732178,34,19756,outbound,56.09487056732178,34,581.0588235294117,52926.87889273357,4.091159812399538,144.195.31.55->192.168.1.239:57388,0.6061160255142258,2024-08-21 18:05:33,Unknown,Unknown,Unknown,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,8801,57388,UDP,521,0.21514534950256348,507,56.31001591682434,35,20277,outbound,56.31001591682434,35,579.3428571428572,51514.79673469388,4.082734717428089,144.195.31.55->192.168.1.239:57388,0.6215590500222657,2024-08-21 18:05:33,Unknown,Unknown,Unknown,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,8801,57388,UDP,521,0.19793176651000977,507,56.50794768333435,36,20798,outbound,56.50794768333435,36,577.7222222222222,50175.756172839516,4.062305474194333,144.195.31.55->192.168.1.239:57388,0.637078525692366,2024-08-21 18:05:33,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,56495,443,TCP,137,2.195462942123413,123,57.80790305137634,10,1154,outbound,57.80790305137634,10,115.4,5316.44,2.0464393446710156,192.168.1.239->144.195.31.55:443,0.17298672797580245,2024-08-21 18:05:33,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,51487,8801,UDP,372,2.8633768558502197,358,59.588343143463135,66,46623,outbound,59.588343143463135,66,706.4090909090909,146874.84779614327,3.650952440521405,192.168.1.239->144.195.31.55:8801,1.1075991799453184,2024-08-21 18:05:34,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,49484,8801,UDP,328,1.813957691192627,314,60.479331970214844,42,10017,outbound,60.479331970214844,42,238.5,6158.25,4.957444505957562,192.168.1.239->144.195.31.55:8801,0.6944521149916861,2024-08-21 18:05:34,US,California,San Jose,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,56558,TCP,1466,1.7348971366882324,1452,10.576558113098145,7,5122,outbound,10.576558113098145,7,731.7142857142857,383907.91836734687,2.2359263506290326,34.117.59.81->192.168.1.239:56558,0.661841019086456,2024-08-21 18:05:34,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,56558,TCP,98,0.23581171035766602,84,10.81236982345581,8,5220,outbound,10.81236982345581,8,652.5,379843.75,2.5,34.117.59.81->192.168.1.239:56558,0.7398933009713747,2024-08-21 18:05:34,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,56558,443,TCP,66,5.60616397857666,52,14.025383949279785,7,1251,outbound,14.025383949279785,7,178.71428571428572,31043.061224489797,2.1280852788913944,192.168.1.239->34.117.59.81:443,0.4990950711448763,2024-08-21 18:05:35,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,56558,443,TCP,66,0.19115900993347168,52,14.216542959213257,8,1317,outbound,14.216542959213257,8,164.625,28552.234375,2.0,192.168.1.239->34.117.59.81:443,0.5627247090204495,2024-08-21 18:05:35,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,56559,443,TCP,78,0.0,64,0.0,1,78,outbound,0.0,1,78.0,0.0,-0.0,192.168.1.239->34.117.59.81:443,0,2024-08-21 18:05:35,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,51487,8801,UDP,104,1.4642322063446045,90,61.05257534980774,67,46727,outbound,61.05257534980774,67,697.4179104477612,150018.21341055914,3.632457591496196,192.168.1.239->144.195.31.55:8801,1.097414803816478,2024-08-21 18:05:35,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,49484,8801,UDP,334,1.46980619430542,320,61.949138164520264,43,10351,outbound,61.949138164520264,43,240.72093023255815,6222.201189832343,5.001505161527902,192.168.1.239->144.195.31.55:8801,0.6941178081574526,2024-08-21 18:05:35,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,57388,8801,UDP,926,3.8739089965820312,912,61.689314126968384,45,30632,outbound,61.689314126968384,45,680.7111111111111,70095.22765432099,4.758085318359589,192.168.1.239->144.195.31.55:8801,0.7294618304133097,2024-08-21 18:05:36,US,California,San Jose,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,8801,51487,UDP,76,3.2060070037841797,62,61.482824087142944,20,1401,outbound,61.482824087142944,20,70.05,6.2475,0.6098403047164004,144.195.31.55->192.168.1.239:51487,0.325294101189186,2024-08-21 18:05:36,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,57388,8801,UDP,925,0.3994410037994385,911,62.08875513076782,46,31557,outbound,62.08875513076782,46,686.0217391304348,69840.54300567108,4.8057456515210575,192.168.1.239->144.195.31.55:8801,0.7408748959955375,2024-08-21 18:05:36,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,57388,8801,UDP,508,0.2178819179534912,494,62.30663704872131,47,32065,outbound,62.30663704872131,47,682.2340425531914,69014.51969216841,4.852045234472237,192.168.1.239->144.195.31.55:8801,0.7543337632433583,2024-08-21 18:05:36,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,57388,8801,UDP,508,0.20228815078735352,494,62.50892519950867,48,32573,outbound,62.50892519950867,48,678.6041666666666,68195.98914930556,4.855388542207535,192.168.1.239->144.195.31.55:8801,0.7678903428078346,2024-08-21 18:05:36,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,57388,8801,UDP,507,0.21668577194213867,493,62.725610971450806,49,33080,outbound,62.725610971450806,49,675.1020408163265,67392.94877134527,4.900025150061047,192.168.1.239->144.195.31.55:8801,0.7811801151255755,2024-08-21 18:05:37,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,57388,8801,UDP,507,0.20666027069091797,493,62.932271242141724,50,33587,outbound,62.932271242141724,50,671.74,66598.9524,4.903465189601647,192.168.1.239->144.195.31.55:8801,0.7945049338457404,2024-08-21 18:05:37,US,California,San Jose,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,443,56495,TCP,104,6.599474906921387,90,61.62237787246704,8,837,outbound,61.62237787246704,8,104.625,1092.484375,2.1556390622295662,144.195.31.55->192.168.1.239:56495,0.12982296815219802,2024-08-21 18:05:37,Unknown,Unknown,Unknown,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,8801,49484,UDP,139,7.459292888641357,125,62.06498098373413,11,1547,outbound,62.06498098373413,11,140.63636363636363,133.86776859504133,3.2776134368191165,144.195.31.55->192.168.1.239:49484,0.17723359977960612,2024-08-21 18:05:37,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,56495,443,TCP,66,4.052937030792236,52,61.86084008216858,11,1220,outbound,61.86084008216858,11,110.9090909090909,5034.809917355372,1.971747257128181,192.168.1.239->144.195.31.55:443,0.17781847102931206,2024-08-21 18:05:38,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,51487,8801,UDP,372,2.5314528942108154,358,63.584028244018555,68,47099,outbound,63.584028244018555,68,692.6323529411765,149346.46777681657,3.623012221494362,192.168.1.239->144.195.31.55:8801,1.0694509592728874,2024-08-21 18:05:38,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,49484,8801,UDP,330,2.513328790664673,316,64.46246695518494,44,10681,outbound,64.46246695518494,44,242.75,6257.823863636364,5.044325652580696,192.168.1.239->144.195.31.55:8801,0.6825677340364482,2024-08-21 18:05:38,US,California,San Jose,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,56558,TCP,66,3.7621891498565674,52,14.574558973312378,9,5286,outbound,14.574558973312378,9,587.3333333333334,371612.44444444444,2.4193819456463714,34.117.59.81->192.168.1.239:56558,0.6175143972781606,2024-08-21 18:05:38,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,56558,443,TCP,66,3.5580861568450928,52,17.77462911605835,9,1383,outbound,17.77462911605835,9,153.66666666666666,26340.444444444445,1.8799649487271108,192.168.1.239->34.117.59.81:443,0.5063396789454819,2024-08-21 18:05:38,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,49484,8801,UDP,320,0.6145401000976562,306,65.07700705528259,45,11001,outbound,65.07700705528259,45,244.46666666666667,6248.426666666667,5.041527262852109,192.168.1.239->144.195.31.55:8801,0.6914884693724885,2024-08-21 18:05:39,US,California,San Jose,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,443,56495,TCP,115,1.6878869533538818,101,63.31026482582092,9,952,outbound,63.31026482582092,9,105.77777777777777,981.7283950617285,2.4193819456463714,144.195.31.55->192.168.1.239:56495,0.14215704238105437,2024-08-21 18:05:39,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,56559,TCP,74,0.0,60,0.0,1,74,outbound,0.0,1,74.0,0.0,-0.0,34.117.59.81->192.168.1.239:56559,0,2024-08-21 18:05:39,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,56559,443,TCP,66,4.192699909210205,52,4.192699909210205,2,144,outbound,4.192699909210205,2,72.0,36.0,1.0,192.168.1.239->34.117.59.81:443,0.47701959198333077,2024-08-21 18:05:39,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,56495,443,TCP,66,1.8730947971343994,52,63.73393487930298,12,1286,outbound,63.73393487930298,12,107.16666666666667,4769.305555555555,1.896240625180289,192.168.1.239->144.195.31.55:443,0.18828274172503495,2024-08-21 18:05:39,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,56495,443,TCP,133,0.23063325881958008,119,63.96456813812256,13,1419,outbound,63.96456813812256,13,109.15384615384616,4449.822485207101,2.1416195253341384,192.168.1.239->144.195.31.55:443,0.2032375169316912,2024-08-21 18:05:40,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,56559,443,TCP,583,0.6433000564575195,569,4.835999965667725,3,727,outbound,4.835999965667725,3,242.33333333333334,58050.88888888888,1.584962500721156,192.168.1.239->34.117.59.81:443,0.620347398944983,2024-08-21 18:05:40,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,51487,8801,UDP,104,2.3652539253234863,90,65.94928216934204,69,47203,outbound,65.94928216934204,69,684.1014492753624,152130.81579500105,3.604468011613261,192.168.1.239->144.195.31.55:8801,1.04625854490462,2024-08-21 18:05:40,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,49484,8801,UDP,308,1.7643780708312988,294,66.84138512611389,46,11309,outbound,66.84138512611389,46,245.84782608695653,6198.433364839319,5.083025814611568,192.168.1.239->144.195.31.55:8801,0.688196390802029,2024-08-21 18:05:40,US,California,San Jose,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,8801,51487,UDP,69,4.671781063079834,55,66.15460515022278,21,1470,outbound,66.15460515022278,21,70.0,6.0,0.5916727785823275,144.195.31.55->192.168.1.239:51487,0.31743821843261777,2024-08-21 18:05:41,Unknown,Unknown,Unknown,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,8801,57388,UDP,800,7.518012046813965,786,64.02595973014832,37,21598,outbound,64.02595973014832,37,583.7297297297297,50118.89992695397,4.131769501279566,144.195.31.55->192.168.1.239:57388,0.5778905955638112,2024-08-21 18:05:41,Unknown,Unknown,Unknown,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,8801,57388,UDP,799,0.1927170753479004,785,64.21867680549622,38,22397,outbound,64.21867680549622,38,589.3947368421053,49987.396814404434,4.198603750787607,144.195.31.55->192.168.1.239:57388,0.5917281683503597,2024-08-21 18:05:41,Unknown,Unknown,Unknown,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,443,56495,TCP,109,2.403419017791748,95,65.71368384361267,10,1061,outbound,65.71368384361267,10,106.1,884.49,2.446439344671015,144.195.31.55->192.168.1.239:56495,0.15217530680213104,2024-08-21 18:05:41,Unknown,Unknown,Unknown,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,443,56495,TCP,137,0.18907594680786133,123,65.90275979042053,11,1198,outbound,65.90275979042053,11,108.9090909090909,882.9917355371898,2.663532754804255,144.195.31.55->192.168.1.239:56495,0.1669125850720281,2024-08-21 18:05:41,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,56495,443,TCP,66,1.970857858657837,52,65.9354259967804,14,1485,outbound,65.9354259967804,14,106.07142857142857,4255.494897959185,2.064042639445697,192.168.1.239->144.195.31.55:443,0.21232895349282516,2024-08-21 18:05:42,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,56495,443,TCP,109,0.18295693397521973,95,66.11838293075562,15,1594,outbound,66.11838293075562,15,106.26666666666667,3972.3288888888887,2.0634582986483037,192.168.1.239->144.195.31.55:443,0.22686580244573107,2024-08-21 18:05:42,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,51487,8801,UDP,900,1.8699371814727783,886,67.81921935081482,70,48103,outbound,67.81921935081482,70,687.1857142857143,150613.89408163266,3.6609988067109858,192.168.1.239->144.195.31.55:8801,1.0321557910878398,2024-08-21 18:05:42,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,57388,8801,UDP,259,5.298885822296143,245,68.23115706443787,51,33846,outbound,68.23115706443787,51,663.6470588235294,68567.87543252595,4.946551812390048,192.168.1.239->144.195.31.55:8801,0.7474591109723573,2024-08-21 18:05:42,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,57388,8801,UDP,839,0.19060111045837402,825,68.42175817489624,52,34685,outbound,68.42175817489624,52,667.0192307692307,67829.21116863904,4.95006375643621,192.168.1.239->144.195.31.55:8801,0.759992163122734,2024-08-21 18:05:42,US,California,San Jose,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,49484,8801,UDP,307,2.2739930152893066,293,69.1153781414032,47,11616,outbound,69.1153781414032,47,247.14893617021278,6144.424626527841,5.123425819624652,192.168.1.239->144.195.31.55:8801,0.6800223230182242,2024-08-21 18:05:43,US,California,San Jose,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,8801,57388,UDP,542,1.8191299438476562,528,66.03780674934387,39,22939,outbound,66.03780674934387,39,588.1794871794872,48761.78829717291,4.262984193710268,144.195.31.55->192.168.1.239:57388,0.5905707945151811,2024-08-21 18:05:43,Unknown,Unknown,Unknown,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,8801,57388,UDP,535,0.19694113731384277,521,66.23474788665771,40,23474,outbound,66.23474788665771,40,586.85,47611.677500000005,4.325070520364181,144.195.31.55->192.168.1.239:57388,0.6039126180180958,2024-08-21 18:05:43,Unknown,Unknown,Unknown,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,8801,57388,UDP,535,0.18817615509033203,521,66.42292404174805,41,24009,outbound,66.42292404174805,41,585.5853658536586,46514.389054134444,4.33622754166864,144.195.31.55->192.168.1.239:57388,0.6172567768054104,2024-08-21 18:05:43,Unknown,Unknown,Unknown,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,8801,57388,UDP,535,0.19141077995300293,521,66.61433482170105,42,24544,outbound,66.61433482170105,42,584.3809523809524,45466.378684807256,4.32971764937184,144.195.31.55->192.168.1.239:57388,0.6304949244395607,2024-08-21 18:05:43,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,49484,8801,UDP,322,0.9800028800964355,308,70.09538102149963,48,11938,outbound,70.09538102149963,48,248.70833333333334,6130.706597222222,5.121115365169275,192.168.1.239->144.195.31.55:8801,0.6847812124065272,2024-08-21 18:05:44,US,California,San Jose,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,8801,57388,UDP,218,0.40209007263183594,204,67.01642489433289,43,24762,outbound,67.01642489433289,43,575.8604651162791,47458.16657652785,4.388376603932548,144.195.31.55->192.168.1.239:57388,0.6416337497531327,2024-08-21 18:05:44,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,56559,TCP,66,5.020912170410156,52,5.020912170410156,2,140,outbound,5.020912170410156,2,70.0,16.0,1.0,34.117.59.81->192.168.1.239:56559,0.3983339943260989,2024-08-21 18:05:44,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,56559,TCP,1466,0.26814913749694824,1452,5.2890613079071045,3,1606,outbound,5.2890613079071045,3,535.3333333333334,433080.8888888888,1.584962500721156,34.117.59.81->192.168.1.239:56559,0.5672083996294435,2024-08-21 18:05:44,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,56559,443,TCP,66,4.6358747482299805,52,9.471874713897705,4,793,outbound,9.471874713897705,4,198.25,49368.1875,1.5,192.168.1.239->34.117.59.81:443,0.4223028830956726,2024-08-21 18:05:44,US,Missouri,Kansas City,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,56559,TCP,714,0.47026681900024414,700,5.759328126907349,4,2320,outbound,5.759328126907349,4,580.0,330796.0,2.0,34.117.59.81->192.168.1.239:56559,0.6945254571122909,2024-08-21 18:05:45,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,56559,TCP,1270,0.20470499992370605,1256,5.964033126831055,5,3590,outbound,5.964033126831055,5,718.0,340812.8,2.321928094887362,34.117.59.81->192.168.1.239:56559,0.8383588577846671,2024-08-21 18:05:45,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,56559,443,TCP,66,0.7174532413482666,52,10.189327955245972,5,859,outbound,10.189327955245972,5,171.8,42292.96000000001,1.3709505944546687,192.168.1.239->34.117.59.81:443,0.4907094974233067,2024-08-21 18:05:45,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,56559,443,TCP,146,0.22266387939453125,132,10.411991834640503,6,1005,outbound,10.411991834640503,6,167.5,35336.583333333336,1.7924812503605778,192.168.1.239->34.117.59.81:443,0.5762586155742182,2024-08-21 18:05:45,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,56559,443,TCP,246,0.20626401901245117,232,10.618255853652954,7,1251,outbound,10.618255853652954,7,178.71428571428572,31043.061224489797,2.1280852788913944,192.168.1.239->34.117.59.81:443,0.6592419787654504,2024-08-21 18:05:46,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,144.195.31.55,51487,8801,UDP,104,3.8468918800354004,90,71.66611123085022,71,48207,outbound,71.66611123085022,71,678.9718309859155,153215.3231501687,3.6415740949736968,192.168.1.239->144.195.31.55:8801,0.9907053526498103,2024-08-21 18:05:46,US,California,San Jose,Unknown,Normal,Normal
144.195.31.55,192.168.1.239,8801,51487,UDP,69,5.560317754745483,55,71.71492290496826,22,1539,outbound,71.71492290496826,22,69.95454545454545,5.770661157024792,0.5746356978376794,144.195.31.55->192.168.1.239:51487,0.30677018267387535,2024-08-21 18:05:46,Unknown,Unknown,Unknown,Unknown,Normal,Normal
